"99","OSU_RTS.MDBUS_RH.099_HHF","SIEBERT HW HEAT FLOW","KBTU/HR","Heating Hot Water","Siebert Hall","85839.00000","1957-07-01","39.99597","-83.01228","Main","SDL","Student Housing","69","69","69","2016-12-31T23:59:58Z"
"99","OSU_RTS.MDBUS_RH.099_SHF","SIEBERT STEAM HEAT FLW","KBTU/HR","Steam","Siebert Hall","85839.00000","1957-07-01","39.99597","-83.01228","Main","SDL","Student Housing","69","69","69","2016-12-31T23:59:58Z"
"1","OSU_RTS.MDBUS_E3.001_E01","BRICKER BUILDING E01","kWh","Electricity","Bricker, John W, Hall","74140.00000","1924-07-01","40.00063","-83.01339","Main","ADM","Administration","69","69","69","2018-03-21T14:50:10Z"
"102","OSU_RTS.MDBUS_E3.102_E1","Oxley Electric Meter","kWh","Electricity","Oxley Hall","31148.00000","1908-07-01","39.99655","-83.01440","Main","ACA","Academic","105","105","105","2018-02-06T17:39:40Z"
"105","OSU_RTS.MDBUS_E1.105E_1","Kennedy Elec Consumption","kWh","Electricity","Kennedy, June F, Commons","36868.00000","1939-07-01","39.99659","-83.01399","Main","SDL","Student Housing","69","69","69","2016-12-31T23:59:55Z"
"106","OSU_RTS.MDBUS_E3.106E_1C","SULLIVANT ELEC 1","kWh","Electricity","Sullivant, Joseph, Hall","135883.00000","1913-07-01","39.99945","-83.00875","Main","ACA","Academic","69","69","69","2016-12-31T23:59:43Z"
"107","OSU_RTS.MDBUS_E3.107_E02","WATTS HALL E02","kWh","Electricity","Watts Hall","35504.00000","1955-07-01","40.00347","-83.01126","Main","ACA","Academic/Research","69","69","69","2018-07-24T14:42:37Z"
"11","OSU_RTS.MDBUS_E3.011_E02","ARPS HALL E02","kWh","Electricity","Arps, George F, Hall","129371.00000","1925-07-01","40.00193","-83.00947","Main","ACA","Academic","69","69","69","2018-05-29T13:52:21Z"
"1101","OSU_RTS.MDBUS_RH.1101_EC","TORRES ELEC CONS","kWh","Electricity","Torres House","127073.00000","2015-07-01","40.00595","-83.01366","Main","SDL","Student Housing","","","","2016-12-31T23:59:57Z"
"1102","OSU_RTS.MDBUS_RH.1102_EC","HOUSTON ELEC CONS","kWh","Electricity","Houston House","136557.00000","2016-07-01","40.00581","-83.01166","Main","SDL","Student Housing","","","","2016-12-31T23:59:37Z"
"1103","OSU_RTS.MDBUS_RH.1103_EC","RANEY ELEC CONS","kWh","Electricity","Raney House","125474.00000","2015-07-01","40.00547","-83.01003","Main","SDL","Student Housing","","","","2016-12-31T23:59:32Z"
"1104","OSU_RTS.MDBUS_RH.1104_EC","BOWEN ELEC CONS","kWh","Electricity","Bowen House","95448.00000","2015-07-01","40.00536","-83.00942","Main","SDL","Student Housing","","","","2016-12-31T23:59:57Z"
"1105","OSU_RTS.MDBUS_RH.1105_EC","BUSCH ELEC CONS","kWh","Electricity","Busch House","109926.00000","2016-07-01","40.00475","-83.00930","Main","SDL","Student Housing","","","","2016-12-31T23:59:22Z"
"1106","OSU_RTS.MDBUS_RH.1106_EC","CURL HALL ELEC CONS","kWh","Electricity","Curl Hall","25653.00000","2015-07-01","40.00428","-83.01095","Main","SDL","Student Housing","","","","2016-12-31T23:59:22Z"
"1107","OSU_RTS.MDBUS_RH.1107_EC","BLACKBURN ELEC CONS","kWh","Electricity","Blackburn House","132162.00000","2016-07-01","40.00412","-83.01256","Main","SDL","Student Housing","","","","2016-12-31T23:59:47Z"
"1108","OSU_RTS.MDBUS_RH.1108_EC1","SCOTT HOUSE ELEC 1 CONS","kWh","Electricity","Scott House","169311.00000","2015-07-01","40.00439","-83.01339","Main","SDL","Student Housing","","","","2016-12-31T23:59:32Z"
"1108","OSU_RTS.MDBUS_RH.1108_EC2","SCOTT HOUSE ELEC 2 CONS","kWh","Electricity","Scott House","169311.00000","2015-07-01","40.00439","-83.01339","Main","SDL","Student Housing","","","","2016-12-31T23:59:37Z"
"1109","OSU_RTS.MDBUS_RH.1109_EC","N. REC ELEC CONS","kWh","Electricity","North Recreation Center","28834.00000","2016-07-01","","","Main","SDL","Student Activity","","","","2016-12-31T23:59:29Z"
"1110","OSU_RTS.MDBUS_RH.1110_EC","NOSKER ELEC CONS","kWh","Electricity","Nosker House","106857.00000","2016-07-01","40.00485","-83.01211","Main","SDL","Student Housing","","","","2016-12-31T23:59:32Z"
"112","OSU_RTS.MDBUS_E1.112E1_C","BRT Elec Meter 1 Consum","kWh","Electricity","Biomedical Research Tower","412630.00000","2006-12-01","","","Medical Center","","Research","69","69","69","2017-01-01T00:00:00Z"
"112","OSU_RTS.MDBUS_E1.112E2_C","BRT Elec Meter 2 Consum","kWh","Electricity","Biomedical Research Tower","412630.00000","2006-12-01","","","Medical Center","","Research","69","69","69","2016-12-31T23:59:55Z"
"112","OSU_RTS.MDBUS_E1.112E3_C","BRT Elec Meter 3 Consum","kWh","Electricity","Biomedical Research Tower","412630.00000","2006-12-01","","","Medical Center","","Research","69","69","69","2017-01-01T00:00:00Z"
"112","OSU_RTS.MDBUS_E1.112E4_C","BRT Elec Meter 4 Consum","kWh","Electricity","Biomedical Research Tower","412630.00000","2006-12-01","","","Medical Center","","Research","69","69","69","2016-12-31T23:59:55Z"
"127","OSU_RTS.OPCRTS.127E1KWH","Smith Sub Meter #1 kWh","kWh","Electricity","Smith, Thomas, Electrical Substation","23886.00000","2005-07-01",".00000",".00000","Main","SUB","Facilities","","","","2018-01-24T15:48:20Z"
"127","OSU_RTS.OPCRTS.127E2KWH","Smith Sub Meter #2 kWh","kWh","Electricity","Smith, Thomas, Electrical Substation","23886.00000","2005-07-01",".00000",".00000","Main","SUB","Facilities","","","","2018-01-24T15:51:43Z"
"14","OSU_RTS.MDBUS_E3.014E_1C","JENNINGS ELEC 1","kWh","Electricity","Jennings, Edward H, Hall","112502.00000","1914-07-01","39.99674","-83.01565","Main","ACA","Academic/Research","69","69","69","2016-12-31T23:59:55Z"
"144","OSU_RTS.MDBUS_EC.144E1_C","PSYCHOLOGY ELEC CONS 1","kWh","Electricity","Psychology Building","132733.00000","2005-07-01","39.99852","-83.01627","Main","ACA","Academic","69","69","69","2017-01-01T00:00:00Z"
"144","OSU_RTS.MDBUS_EC.144E2_C","PSYCHOLOGY ELEC CONS 2","kWh","Electricity","Psychology Building","132733.00000","2005-07-01","39.99852","-83.01627","Main","ACA","Academic","69","69","69","2016-12-31T23:59:58Z"
"146","OSU_RTS.MDBUS_E3.146_E01","BOLZ HALL E01","kWh","Electricity","Bolz, Harold A, Hall","82179.00000","1960-07-01","40.00310","-83.01502","Main","ACA","Academic","69","69","69","2018-04-27T14:57:56Z"
"146","OSU_RTS.MDBUS_E3.146_E02","BOLZ HALL E02","kWh","Electricity","Bolz, Harold A, Hall","82179.00000","1960-07-01","40.00310","-83.01502","Main","ACA","Academic","69","69","69","2018-04-27T14:57:56Z"
"147","OSU_RTS.MDBUS_E6.147_E03","NEWMAN WOLFROM E03","kWh","Electricity","Newman and Wolfrom Laboratory of Chemistry","62058.00000","1995-07-01","40.00238","-83.01137","Main","ACA","Lab","69","69","69","2018-08-20T13:26:36Z"
"147","OSU_RTS.MDBUS_E6.147_E04","NEWMAN WOLFROM E04","kWh","Electricity","Newman and Wolfrom Laboratory of Chemistry","62058.00000","1995-07-01","40.00238","-83.01137","Main","ACA","Lab","69","69","69","2018-08-20T13:27:41Z"
"148","OSU_RTS.MDBUS_E1.148E1_C","Scott Lab Elec 1 Consum","kWh","Electricity","Scott, Peter L and Clara M, Laboratory","262375.00000","2006-07-01","40.00231","-83.01418","Main","ACA","Academic/Research","69","69","69","2016-12-31T23:59:57Z"
"148","OSU_RTS.MDBUS_E1.148E2_C","Scott Lab Elec 2 Consum","kWh","Electricity","Scott, Peter L and Clara M, Laboratory","262375.00000","2006-07-01","40.00231","-83.01418","Main","ACA","Academic/Research","69","69","69","2016-12-31T23:59:59Z"
"149","OSU_RTS.MDBUS_E3.149_E01","HOPKINS HALL ELEC E01","kWh","Electricity","Hopkins, James R, Hall","110154.00000","1959-07-01","40.00087","-83.01155","Main","ACA","Academic","69","69","69","2018-02-22T19:00:41Z"
"149","OSU_RTS.MDBUS_E3.149_E02","HOPKINS HALL ELEC E02","kWh","Electricity","Hopkins, James R, Hall","110154.00000","1959-07-01","40.00087","-83.01155","Main","ACA","Academic","69","69","69","2018-02-22T19:02:41Z"
"150","OSU_RTS.MDBUS_E6.150_E02","EVANS LAB E02","kWh","Electricity","Evans, William Lloyd, Laboratory","117574.00000","1960-07-01","40.00266","-83.01110","Main","","OSUWMC","69","69","69","2018-08-10T12:10:26Z"
"150","OSU_RTS.MDBUS_E6.150_E03","EVANS LAB E03","kWh","Electricity","Evans, William Lloyd, Laboratory","117574.00000","1960-07-01","40.00266","-83.01110","Main","","OSUWMC","69","69","69","2018-08-10T12:59:06Z"
"150","OSU_RTS.MDBUS_E6.150_E04","EVANS LAB E04","kWh","Electricity","Evans, William Lloyd, Laboratory","117574.00000","1960-07-01","40.00266","-83.01110","Main","","OSUWMC","69","69","69","2018-08-10T12:12:11Z"
"160","OSU_RTS.MDBUS_RT.160E1_C","160 elec consumption","kWh","Electricity","Student Academic Services Building","137250.00000","2010-07-01","40.00601","-83.01613","Main","ADM","Office","69","69","69","2016-12-31T23:59:57Z"
"160","OSU_RTS.MDBUS_RT.160E2_C","160 SAS consumption","kWh","Electricity","Student Academic Services Building","137250.00000","2010-07-01","40.00601","-83.01613","Main","ADM","Office","69","69","69","2016-12-31T23:59:57Z"
"161","OSU_RTS.MDBUS_EC.161E_KWH","OHIO UNION ELEC.CONSUMPT","kWh","Electricity","Ohio Union","317694.00000","2010-07-01","39.99766","-83.00864","Main","SDL","Student Housing","69","69","69","2018-09-21T12:42:00Z"
"163","OSU_RTS.MDBUS_E1.163E1","Tzagournis Elec meter 1","kWh","Electricity","Tzagournis, Manuel, Medical Research Facilty","80417.00000","1994-10-01","","","Medical Center","ACA","Academic/Research","69","69","69","2016-12-31T23:59:53Z"
"163","OSU_RTS.MDBUS_E1.163E2","Tzagournis Elec meter 2","kWh","Electricity","Tzagournis, Manuel, Medical Research Facilty","80417.00000","1994-10-01","","","Medical Center","ACA","Academic/Research","69","69","69","2016-12-31T23:59:35Z"
"17","OSU_RTS.MDBUS_E1.017E_1","Knowlton Electric consum","kWh","Electricity","Knowlton, Austin E, Hall","174422.00000","2004-07-01","40.00360","-83.01679","Main","ACA","Academic","69","69","69","2017-01-01T00:00:00Z"
"176","OSU_RTS.MDBUS_E6.176_E01","STARLING LOVING HALL E01","kWh","Electricity","Starling Loving Hall","149403.00000","1917-06-01","39.99493","-83.01602","Medical Center","ACA","Academic/Research","69","69","69","2018-11-26T13:39:53Z"
"176","OSU_RTS.MDBUS_E6.176_E02","STARLING LOVING HALL E02","kWh","Electricity","Starling Loving Hall","149403.00000","1917-06-01","39.99493","-83.01602","Medical Center","ACA","Academic/Research","69","69","69","2018-11-26T13:39:50Z"
"176","OSU_RTS.MDBUS_E6.176_E03","STARLING LOVING HALL E03","kWh","Electricity","Starling Loving Hall","149403.00000","1917-06-01","39.99493","-83.01602","Medical Center","ACA","Academic/Research","69","69","69","2018-11-26T13:40:13Z"
"18","OSU_RTS.MDBUS_E6.018_E01","CAMPBELL HALL E01","kWh","Electricity","Campbell, Elizabeth Owens, Hall","115368.00000","1916-07-01","39.99776","-83.01582","Main","ACA","Academic","69","69","69","2018-10-23T18:07:09Z"
"18","OSU_RTS.MDBUS_E6.018_E02","CAMPBELL HALL E02","kWh","Electricity","Campbell, Elizabeth Owens, Hall","115368.00000","1916-07-01","39.99776","-83.01582","Main","ACA","Academic","69","69","69","2018-10-23T18:07:09Z"
"180","OSU_RTS.MDBUS_E3.180E_E1","GOSS CHILLER ELEC METER","kWh","Electricity","Goss, Leonard W, Laboratory","67943.00000","1962-07-01","40.00000","-83.02755","Main","ACA","Academic/Research","69","69","69","2016-12-31T14:51:09Z"
"180","OSU_RTS.MDBUS_E6.180_E01","GOSS LAB E01","kWh","Electricity","Goss, Leonard W, Laboratory","67943.00000","1962-07-01","40.00000","-83.02755","Main","ACA","Academic/Research","69","69","69","2018-08-24T11:25:18Z"
"279","OSU_RTS.MDBUS_RT.279S_HF","DREESE STM HEAT FLOW","KBTU/HR","Steam","Dreese Laboratories, Erwin E","185430.00000","1969-07-01","40.00222","-83.01599","Main","ACA","Academic","69","69","69","2018-06-04T17:09:00Z"
"187","OSU_RTS.MDBUS_E1.187E_1C","MATH BLDG ELEC 1","kWh","Electricity","Mathematics Building","28893.00000","1962-07-01","40.00148","-83.01476","Main","ACA","Academic","69","69","69","2016-12-31T23:59:15Z"
"187","OSU_RTS.MDBUS_E1.187E_2C","MATH BLDG ELEC 2","kWh","Electricity","Mathematics Building","28893.00000","1962-07-01","40.00148","-83.01476","Main","ACA","Academic","69","69","69","2016-12-31T23:59:55Z"
"279","OSU_RTS.MDBUS_C1.279_HF","DREESE CW HEAT FLOW","KBTU/HR","Chilled Water ","Dreese Laboratories, Erwin E","185430.00000","1969-07-01","40.00222","-83.01599","Main","ACA","Academic","69","69","69","2018-05-30T20:39:34Z"
"245","OSU_RTS.MDBUS_E6.245_E03","PAES E03","kWh","Electricity","Physical Activity and Education Services - PAES","163899.00000","2007-07-01","39.99983","-83.01724","Main","ACA","Academic","","","","2018-08-22T18:46:20Z"
"245","OSU_RTS.MDBUS_E6.245_E08","PAES E08","kWh","Electricity","Physical Activity and Education Services - PAES","163899.00000","2007-07-01","39.99983","-83.01724","Main","ACA","Academic","","","","2018-08-22T18:46:20Z"
"246","OSU_RTS.MDBUS_E1.246E1_C","RPAC MSB1","kWh","Electricity","Recreation and Physical Activity Center","279848.00000","2005-07-01","39.99951","-83.01838","Main","SDL","Student Housing","69","69","69","2016-12-28T16:05:55Z"
"246","OSU_RTS.MDBUS_E1.246E2_C","RPAC MSB2","kWh","Electricity","Recreation and Physical Activity Center","279848.00000","2005-07-01","39.99951","-83.01838","Main","SDL","Student Housing","69","69","69","2016-12-28T16:05:55Z"
"246","OSU_RTS.MDBUS_E1.246E_S1","RPAC Solar panels tot re","kWh","Electricity","Recreation and Physical Activity Center","279848.00000","2005-07-01","39.99951","-83.01838","Main","SDL","Student Housing","69","69","69","2016-12-31T21:09:38Z"
"248","OSU_RTS.MDBUS_E4.248_E01","CBEC SWGR A METER LEFT","kWh","Electricity","Chemical and Biomolecular Engineering and Chemistry Building","236537.00000","2014-07-01","40.00342","-83.01340","Main","ACA","Academic/Research","69","69","69","2016-12-31T23:59:41Z"
"248","OSU_RTS.MDBUS_E4.248_E02","CBEC SWGR A METER RIGHT","kWh","Electricity","Chemical and Biomolecular Engineering and Chemistry Building","236537.00000","2014-07-01","40.00342","-83.01340","Main","ACA","Academic/Research","69","69","69","2016-12-31T23:59:56Z"
"248","OSU_RTS.MDBUS_E4.248_E03","CBEC SWGR B METER LEFT","kWh","Electricity","Chemical and Biomolecular Engineering and Chemistry Building","236537.00000","2014-07-01","40.00342","-83.01340","Main","ACA","Academic/Research","69","69","69","2016-12-31T23:59:06Z"
"248","OSU_RTS.MDBUS_E4.248_E04","CBEC SWGR B METER RIGHT","kWh","Electricity","Chemical and Biomolecular Engineering and Chemistry Building","236537.00000","2014-07-01","40.00342","-83.01340","Main","ACA","Academic/Research","69","69","69","2016-12-31T23:59:46Z"
"249","OSU_RTS.MDBUS_E1.249E1","FISHER HALL ELEC CONS","kWh","Electricity","Fisher, Max M, Hall","132056.00000","1998-07-01","","","Main","ADM","Administration","69","69","69","2016-12-31T23:59:58Z"
"25","OSU_RTS.MDBUS_E3.025_E01","DERBY HALL E01","kWh","Electricity","Derby Hall","115334.00000","1906-07-01","40.00076","-83.01243","Main","ACA","Academic/Administration","69","69","69","2018-03-21T14:51:28Z"
"25","OSU_RTS.MDBUS_E3.025_E02","DERBY HALL E02","kWh","Electricity","Derby Hall","115334.00000","1906-07-01","40.00076","-83.01243","Main","ACA","Academic/Administration","69","69","69","2018-03-21T14:52:03Z"
"251","OSU_RTS.MDBUS_E3.251E_1C","SCHOENBAUM HALL ELEC 1","kWh","Electricity","Schoenbaum Undergrad Program Bldg","62748.00000","1999-07-01","40.00433","-83.01475","Main","ACA","Academic/Administration","69","69","69","2016-12-31T23:59:41Z"
"252","OSU_RTS.MDBUS_E1.252E1","MASON HALL ELEC CONS","kWh","Electricity","Mason, Raymond E, Hall","68150.00000","1999-07-01","40.00440","-83.01547","Main","ACA","Academic","69","69","69","2016-12-31T23:59:58Z"
